name	180322-190603	180626-180628-190531	180726-190530	180913-190529	180919-190527	181003-190524	181004-190521	181023-190319
Hsa-Mir-506-P12_3p	44		75	41	54	50	66	
Hsa-Mir-506-P13_3p		1	3	2	7	9	17	
Hsa-Mir-506-P13_5p		1		1			3	
Hsa-Mir-506-P3_3p	424	9	887	368	673	795	890	768
Hsa-Mir-506-P3_5p*	158	7	437	120	177	112	279	70
Hsa-Mir-506-P4a1_3p	791	12	819	554	454	502	809	360
Hsa-Mir-506-P4a1_5p*	20	2		37	60	87	58	
Hsa-Mir-506-P4a2_3p	791	12	819	554	454	502	809	360
Hsa-Mir-506-P4a2_5p*	20	2		37	60	87	58	
Hsa-Mir-506-P4b_3p	791	12	819	554	454	502	809	360
Hsa-Mir-506-P4b_5p*	66	3	211	143	241	276	277	178
Hsa-Mir-506-P5_3p*		1					5	
Hsa-Mir-506-P5_5p	29	5	139	124	89	161	53	
Hsa-Mir-506-P6a1_3p*			9		6		38	
Hsa-Mir-506-P6a1_5p	377	12	796	314	283	398	796	323
Hsa-Mir-506-P6a2_3p*			9		6		38	
Hsa-Mir-506-P6a2_5p	377	12	796	314	283	398	796	323
Hsa-Mir-506-P6b_3p*				2				
Hsa-Mir-506-P6b_5p	280	4	569	185	217	141	265	332
Hsa-Mir-506-P6c_3p*			9		6		38	
Hsa-Mir-506-P6c_5p	410	9	312	249	302	456	371	432
Hsa-Mir-506-P7a_3p	1011	7	1183	1149	1215	387	1134	743
Hsa-Mir-506-P7a_5p*	120	5	298	380	244	156	360	66
Hsa-Mir-506-P7b_3p	2022	7	2366	2298	2430	774	2268	1486
Hsa-Mir-506-P7b_5p*	240	5	596	760	488	312	720	132
Hsa-Mir-506-P7c_3p	2022	7	2366	2298	2430	774	2268	1486
Hsa-Mir-506-P7c_5p*	240	5	596	760	488	312	720	132
Hsa-Mir-506-P8_3p*	1	2	12	9	6		9	2
Hsa-Mir-506-P8_5p		15	261	132	185	120	146	74
Hsa-Mir-506-P9_3p*			14		5			
Hsa-Mir-506-P9_5p	1710	35	3543	1037	1818	3510	3571	3451
Hsa-Mir-511_3p				1	1		11	
Hsa-Mir-511_5p	20		40	24	94	29	111	
Hsa-Mir-541_3p*	32	2	47	11	88	239	99	312
Hsa-Mir-541_5p		1	18	8	14	16	37	55
Hsa-Mir-542-v1_3p	1310	16	2162	1056	3287	2314	2891	3017
Hsa-Mir-542-v1_5p*	92		39	27	108	135	159	81
Hsa-Mir-542-v2_3p	1310	15	2162	1056	3287	2314	2891	3017
Hsa-Mir-542-v2_5p*			28	12	21	70	57	53
Hsa-Mir-544_3p*		1					4	
Hsa-Mir-544_5p	63	2						
Hsa-Mir-550-P1_3p			24	26	49	84	37	39
Hsa-Mir-550-P1_5p*	5	3	265	113	262	445	353	274
Hsa-Mir-550-P2_3p			24	26	49	84	37	39
Hsa-Mir-550-P2_5p*	5	3	265	113	262	445	353	274
Hsa-Mir-550-P3_3p			24	26	49	84	37	39
Hsa-Mir-550-P3_5p*	5	4	195	65	125	245	133	127
Hsa-Mir-551-P1_3p			5	8				
Hsa-Mir-551-P1_5p*		1						
Hsa-Mir-551-P2_3p			81	54	131	105	95	128
Hsa-Mir-551-P2_5p*	2	8	40	47	32	26	79	83
Hsa-Mir-552_3p			34	2		17		
Hsa-Mir-552_5p*		1	33	8	38		10	54
Hsa-Mir-556_3p		1	53	56	165	127	160	10
Hsa-Mir-556_5p	13	2	87	78	165	169	186	82
Hsa-Mir-5579_3p		1				11		
Hsa-Mir-5579_5p*			24		19			
Hsa-Mir-5581_3p	23		73	74	26	21	55	98
Hsa-Mir-5581_5p*		1		1				
Hsa-Mir-5586_3p*							24	
Hsa-Mir-5586_5p	92	3	13	24	50	19	23	219
Hsa-Mir-561_3p*					1			
Hsa-Mir-561_5p							10	
Hsa-Mir-5683_5p		1	21	4	52		17	
Hsa-Mir-5687_5p		1		1	9			
Hsa-Mir-574_3p	4979	74	24327	8822	16419	15316	17717	17681
Hsa-Mir-574_5p*		1063						
Hsa-Mir-576_3p*		6	20	1		49		
Hsa-Mir-576_5p	226	12	581	188	482	807	732	437
Hsa-Mir-577_3p*			90	33	67	131	125	99
Hsa-Mir-577_5p	756	9	2259	605	1783	2455	2396	2640
Hsa-Mir-579_3p*		1	47	7	13	17	46	
Hsa-Mir-579_5p		2		7	16	1	15	
Hsa-Mir-580_3p				4	25		19	
Hsa-Mir-582_3p	474	20	819	290	823	1616	1366	1683
Hsa-Mir-582_5p*	379	37	2567	767	1877	2093	2438	2450
Hsa-Mir-584_3p*			55	5	13			25
Hsa-Mir-584_5p	11274	122	19890	7951	12420	28374	28503	40195
Hsa-Mir-585_3p	34	1	103	15	33	136	109	28
Hsa-Mir-585_5p*		1					23	
Hsa-Mir-589_3p*	9	4	239	109	78	51	197	27
Hsa-Mir-589_5p	413	12	1835	280	734	955	1139	1268
Hsa-Mir-590_3p	442	10	1831	937	2631	1576	2252	1773
Hsa-Mir-590_5p*			7	9	22			25
Hsa-Mir-592_3p*			1	2				
Hsa-Mir-592_5p	254	10	1189	294	1049	1112	1236	628
Hsa-Mir-597_3p		3		3	75	48	15	92
Hsa-Mir-597_5p*						1	25	
Hsa-Mir-598_3p	2361	67	15717	6169	12909	14158	15571	12458
Hsa-Mir-598_5p*	10	4	42	7	21		25	
Hsa-Mir-599_3p*							2	
Hsa-Mir-599_5p	89	7	28	26	6	18	129	77
Hsa-Mir-605-v1_3p			9	6	63		36	27
Hsa-Mir-605-v1_5p*			53	8		11	19	56
Hsa-Mir-605-v2_3p			9	6	63		36	27
Hsa-Mir-605-v2_5p*			53	8		11	19	56
Hsa-Mir-615_3p	2849	76	6816	2370	3222	2785	4289	3432
Hsa-Mir-615_5p*	15	1	14	10	4		15	18
Hsa-Mir-616_3p*	338	10	106	31	97	352	337	174
Hsa-Mir-616_5p	56		111	94	170	105	170	17
Hsa-Mir-624_3p*					26	13	49	
Hsa-Mir-624_5p	35		6	7	12	10		73
Hsa-Mir-628_3p	4019	72	3965	1534	3079	5924	5456	8120
Hsa-Mir-628_5p	542	22	2410	1200	4652	3946	5426	3801
Hsa-Mir-629_3p*	108	4	142	66	55	213	131	79
Hsa-Mir-629_5p	1154	23	2617	649	1437	2397	2420	1948
Hsa-Mir-642_3p	214	14	443	222	333	689	545	606
Hsa-Mir-642_5p	246	7	720	119	163	361	222	245
Hsa-Mir-642-as_3p*		2	70	65	11	60	5	3
Hsa-Mir-642-as_5p	1	7	37	48	28	1	24	42
Hsa-Mir-651_3p*		4						
Hsa-Mir-651_5p	1625	8	711	325	746	911	1158	1319
Hsa-Mir-652_3p	15359	135	50796	15397	38120	27532	39547	33555
Hsa-Mir-652_5p*		16	145	36	69	23	93	92
Hsa-Mir-6529_5p		1						
Hsa-Mir-653_3p*	242	2	1011	320	731	591	803	735
Hsa-Mir-653_5p	975	2	1976	930	1175	1833	2098	1415
Hsa-Mir-670_3p		1						
Hsa-Mir-671_3p	598	15	2574	771	1314	2384	1752	2120
Hsa-Mir-671_5p	185	71	1560	357	980	976	1066	1155
Hsa-Mir-6715_3p			1	1		25	30	
Hsa-Mir-6715_5p*		1				1	1	
Hsa-Mir-675_3p			9	3			6	
Hsa-Mir-675_5p*	3	2			1		6	
Hsa-Mir-676_3p	85	10	97	64	129	219	208	292
Hsa-Mir-676_5p*			10	4	27	3	19	
Hsa-Mir-7-P1_3p*	213	3	1619	704	1848	1353	1884	1180
Hsa-Mir-7-P1_5p	43374	732	140473	28332	171355	215050	337354	347829
Hsa-Mir-7-P2_3p*			82	59	176	108	73	25
Hsa-Mir-7-P2_5p	45952	727	145778	29269	174742	223218	348163	359793
Hsa-Mir-7-P3_3p*	53		150	85	120	396	237	473
Hsa-Mir-7-P3_5p	43358	731	139942	28293	170992	214226	336321	346574
Hsa-Mir-7151_3p	30	2	102	25	111	103	137	79
Hsa-Mir-7151_5p	32	1	52	8	44		32	20
Hsa-Mir-744_3p*	158	15	305	87	222	118	310	172
Hsa-Mir-744_5p	2520	38	15505	6624	10973	13906	16284	8436
Hsa-Mir-760_3p	782	42	3730	1253	2597	4192	5219	3083
Hsa-Mir-760_5p*				3				
Hsa-Mir-766_3p	211	11	473	177	517	353	480	498
Hsa-Mir-766_5p*	8	5	48	37	25	12	93	70
Hsa-Mir-769_3p*	86	12	563	167	401	654	644	330
Hsa-Mir-769_5p	5956	148	27857	8658	15019	27292	38079	23511
Hsa-Mir-770_3p*	22	9	150	32	73	139	338	50
Hsa-Mir-770_5p		15	254	33	62	220	172	194
Hsa-Mir-7854_3p	19	1	75	5	97	5	102	44
Hsa-Mir-7854_5p*		1			3			
Hsa-Mir-8-P1a_3p	64869	403	228066	89425	155917	143004	178164	145062
Hsa-Mir-8-P1a_5p*	4347	90	7629	4674	5358	8967	10439	11514
Hsa-Mir-8-P1b_3p	20662	283	44958	21217	48690	34543	42616	47515
Hsa-Mir-8-P1b_5p*	61	1	112	33	166	108	187	90
Hsa-Mir-8-P2a_3p	286044	1629	725710	317131	444257	520680	608626	610093
Hsa-Mir-8-P2a_5p*	19395	148	26457	12303	16094	29118	29777	39389
Hsa-Mir-8-P2b_3p	222712	1271	650335	292504	427695	489069	553135	680866
Hsa-Mir-8-P2b_5p*			32	13	42	89	59	104
Hsa-Mir-8-P3a_3p	27792	102	85638	51368	107535	79625	96836	69228
Hsa-Mir-8-P3a_5p*				3				
Hsa-Mir-873-v1_3p	75	6	225	82	215	439	304	341
Hsa-Mir-873-v1_5p	138	2	751	190	921	768	1013	501
Hsa-Mir-873-v2_3p*	75	6	225	82	215	439	304	341
Hsa-Mir-873-v2_5p	138	2	751	190	921	768	1013	501
Hsa-Mir-874_3p	4153	281	15415	5411	9077	10300	11356	11800
Hsa-Mir-874_5p*	38	5	202	38	133	180	64	176
Hsa-Mir-875_5p		2			7			13
Hsa-Mir-876_3p	56	1	348	115	628	289	938	965
Hsa-Mir-876_5p*							28	
Hsa-Mir-885_3p*	164	18	891	356	494	1115	1278	985
Hsa-Mir-885_5p	4772	28	18042	7629	14880	27794	27308	21351
Hsa-Mir-887_3p	106	28	557	115	415	453	444	524
Hsa-Mir-887_5p	61	4	74	24	82	54	199	149
Hsa-Mir-9-P1_3p*	178223	427	328064	127537	414284	531538	612100	601606
Hsa-Mir-9-P1_5p	773992	1220	1864042	603681	1477551	3164283	3361969	3728188
Hsa-Mir-9-P2_3p*	178223	427	328064	127537	414284	531538	612100	601606
Hsa-Mir-9-P2_5p	773992	1220	1864025	603682	1477537	3164317	3361969	3728213
Hsa-Mir-9-P3_3p*	168295	426	301751	119413	395235	502046	577638	573989
Hsa-Mir-9-P3_5p	772956	1228	1862952	603356	1474971	3158423	3353620	3697853
Hsa-Mir-92-P1a_3p	590686	1735	765335	268514	342100	745734	744723	1319412
Hsa-Mir-92-P1a_5p*	717	31	594	379	444	637	1059	635
Hsa-Mir-92-P1b_3p	553036	1724	703732	254156	323337	701560	698383	1223603
Hsa-Mir-92-P1b_5p*	295	15	102	8	98	28	158	171
Hsa-Mir-92-P1c_3p	57463	999	104209	35993	50541	104994	95921	139780
Hsa-Mir-92-P1c_5p*	994	83	1270	811	420	1118	1303	803
Hsa-Mir-92-P2a_3p				7			6	
Hsa-Mir-92-P2b_3p	7249	85	31754	7217	31083	18139	25807	32202
Hsa-Mir-92-P2b_5p*	41	9	232	54	69	95	138	200
Hsa-Mir-92-P2c_3p	24008	281	64822	28504	46976	68475	62364	85251
Hsa-Mir-92-P2c_5p*	295	14	526	309	285	402	462	407
Hsa-Mir-934_3p*	92	33	1464	317	1064	621	763	819
Hsa-Mir-934_5p	399	58	2855	1592	1514	1800	1916	1900
Hsa-Mir-935-v1_3p	394	12	1201	522	1550	2061	2417	1679
Hsa-Mir-935-v1_5p*		7	51	8	8	25	16	66
Hsa-Mir-935-v2_3p	394	12	1201	522	1550	2061	2417	1679
Hsa-Mir-935-v2_5p*		7	51	8	8	25	16	66
Hsa-Mir-944_3p	229	17	305	46	175	321	199	193
Hsa-Mir-95-P1_3p	24019	114	46498	14531	40951	59190	72638	95823
Hsa-Mir-95-P1_5p*					4		4	
Hsa-Mir-95-P2_3p	1868	201	7708	3744	8219	9644	11579	8163
Hsa-Mir-95-P2_5p*		2		2	21		17	
Hsa-Mir-95-P3-v1_3p*			4	2	19			
Hsa-Mir-95-P3-v1_5p		1	18	3	23	25	84	20
Hsa-Mir-95-P3-v2_3p*			4	2	19			
Hsa-Mir-95-P3-v2_5p		1	18	3	23	25	84	20
Hsa-Mir-95-P4_3p					16	14	14	
Hsa-Mir-95-P4_5p*	3		95	22	76	140	100	349
Hsa-Mir-96-P1_3p*				1				34
Hsa-Mir-96-P1_5p	1443	42	1556	681	1409	1279	1385	1888
Hsa-Mir-96-P2_3p*			72	3	18			
Hsa-Mir-96-P2_5p	181749	665	73797	35010	60058	147762	139056	336033
Hsa-Mir-96-P3-v1_3p*	50	1	427	117	252	80	244	143
Hsa-Mir-96-P3-v1_5p	107576	247	33414	19351	29652	71088	68444	162952
Hsa-Mir-96-P3-v2_3p*	50	1	427	117	252	80	244	143
Hsa-Mir-96-P3-v2_5p	107576	247	33414	19351	29651	71088	68416	162952
Hsa-Mir-9851_5p*		1			10			14

