name	pre-microRNA	RC_adj	UR	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-27b-5p	hsa-mir-27b	445.0	18.0	42.705538879602436	49.11986582881053	5p	nta#A#1_14.0|lv5p_50.0|lv5p#-1_19.0|canonical_153.0|lv3pE_94.0|lv5pE_31.0|lv3p_200.0|nta#A_14.0|lv3p#3_60.0|lv3p#2_23.0|lv3p#1_11.0|NucVar_5.0|mv_23.0|lv3pT_106.0|lv5p#1_31.0|lv3p#-2_79.0|lv3p#-1_27.0|lv5pT_19.0|total_445.0
hsa-miR-199a-3p	hsa-mir-199a-1	441.9999999999999	38.0	42.41763637030173	48.78872066591966	3p	lv5p#-2_4.0|nta#A#1_43.0|lv5p_28.666666666666664|lv5p#-1_23.666666666666664|canonical_101.66666666666667|lv5pE_1.0|lv3p_133.3333333333334|nta#A_51.0|NucVar_0.6666666666666666|nta#T#1_42.00000000000001|mv_84.66666666666666|lv3p#-3_0.3333333333333333|lv3pT_133.3333333333334|lv5p#1_1.0|lv3p#-2_9.333333333333334|lv3p#-1_123.66666666666666|lv5pT_27.666666666666664|nta#T_42.00000000000001|nta#A#3_3.6666666666666665|total_441.9999999999999|nta#A#2_4.333333333333333
hsa-miR-199a-3p	hsa-mir-199a-2	441.9999999999999	38.0	42.41763637030173	48.78872066591966	3p	lv5p#-2_4.0|nta#A#1_43.0|lv5p_28.666666666666664|lv5p#-1_23.666666666666664|canonical_101.66666666666667|lv5pE_1.0|lv3p_133.3333333333334|nta#A_51.0|NucVar_0.6666666666666666|nta#T#1_42.00000000000001|mv_84.66666666666666|lv3p#-3_0.3333333333333333|lv3pT_133.3333333333334|lv5p#1_1.0|lv3p#-2_9.333333333333334|lv3p#-1_123.66666666666666|lv5pT_27.666666666666664|nta#T_42.00000000000001|nta#A#3_3.6666666666666665|total_441.9999999999999|nta#A#2_4.333333333333333
hsa-miR-199b-3p	hsa-mir-199b	441.9999999999999	38.0	42.41763637030173	48.78872066591966	3p	lv5p#-2_4.0|nta#A#1_43.0|lv5p_28.666666666666664|lv5p#-1_23.666666666666664|canonical_101.66666666666667|lv5pE_1.0|lv3p_133.3333333333334|nta#A_51.0|NucVar_0.6666666666666666|nta#T#1_42.00000000000001|mv_84.66666666666666|lv3p#-3_0.3333333333333333|lv3pT_133.3333333333334|lv5p#1_1.0|lv3p#-2_9.333333333333334|lv3p#-1_123.66666666666666|lv5pT_27.666666666666664|nta#T_42.00000000000001|nta#A#3_3.6666666666666665|total_441.9999999999999|nta#A#2_4.333333333333333
hsa-miR-331-5p	hsa-mir-331	441.0	35.0	42.32166886720151	48.67833894495606	5p	nta#A#1_52.0|lv5p_15.0|lv5p#-1_15.0|canonical_96.0|lv3pE_18.0|lv3p_93.0|nta#A_61.0|lv3p#1_18.0|NucVar_1.0|nta#T#2_3.0|nta#T#1_96.0|mv_76.0|lv3pT_75.0|lv3p#-2_49.0|lv3p#-1_26.0|lv5pT_15.0|nta#T_99.0|total_441.0|nta#A#2_9.0
hsa-miR-326	hsa-mir-326	437.0	17.0	41.93779885480059	48.23681206110158	3p	nta#A_32.0|canonical_21.0|nta#T_383.0|lv3p#1_1.0|nta#A#2_7.0|nta#A#1_25.0|total_437.0|nta#T#2_60.0|nta#T#1_323.0|lv3p_1.0|lv3pE_1.0
hsa-miR-154-3p	hsa-mir-154	436.0	12.0	41.841831351700364	48.126430340137965	3p	lv3p#-1_11.0|lv5p_5.0|nta#A_2.0|lv3pT_11.0|canonical_396.0|nta#A#1_2.0|lv5pT_5.0|total_436.0|lv5p#-3_5.0|lv3p_11.0|NucVar_22.0
hsa-miR-592	hsa-mir-592	429.0	14.0	41.17005882999875	47.35375829339263	5p	lv3p#-1_43.0|nta#A_16.0|lv3pT_61.0|canonical_345.0|nta#A#1_16.0|total_429.0|lv3p_61.0|lv3p#-3_8.0|NucVar_7.0|lv3p#-2_10.0
hsa-miR-184	hsa-mir-184	425.0	17.0	40.78618881759783	46.91223140953815	3p	lv3p#-1_92.0|nta#A_63.0|lv3pT_161.0|canonical_135.0|nta#T_29.0|nta#A#3_8.0|nta#A#1_55.0|total_425.0|nta#T#1_29.0|lv3p_161.0|nta#G#1_12.0|lv3p#-3_50.0|nta#G_12.0|lv3p#-2_19.0|NucVar_25.0
hsa-miR-320b	hsa-mir-320b-2	412.96666666666647	53.0	39.631379863625035	45.58397136727591	3p	lv5p_1.1666666666666665|nta#A#1_16.8|lv5p#-1_1.1666666666666665|canonical_6.0|lv3pE_5.833333333333332|nta#G_13.1|nta#G#1_13.1|lv3p_279.56666666666655|nta#A_41.05|lv3p#2_3.5|lv3p#1_2.333333333333333|nta#T#2_1.3333333333333333|NucVar_2.3333333333333335|nta#T#1_31.416666666666664|mv_26.0|mlv3p_11.0|lv3p#-3_82.56666666666669|lv3pT_273.73333333333323|lv3p#-2_167.66666666666669|lv3p#-1_23.5|lv5pT_1.1666666666666665|mlv3p#2_11.0|nta#T_32.75|nta#A#3_18.0|total_412.96666666666647|nta#A#2_6.25
hsa-miR-29c-5p	hsa-mir-29c	412.0	25.0	39.53861127729484	45.4772690370111	5p	lv5p#-2_7.0|nta#A#1_24.0|lv5p_67.0|lv5p#-1_53.0|canonical_53.0|lv3pE_29.0|lv3p_56.0|nta#A_25.0|lv3p#3_7.0|lv3p#1_22.0|NucVar_2.0|nta#T#1_43.0|mv_166.0|lv3pT_27.0|lv3p#-1_27.0|lv5pT_67.0|nta#T_43.0|lv5p#-3_7.0|total_412.0|nta#A#2_1.0
hsa-miR-424-3p	hsa-mir-424	411.0	17.0	39.44264377419461	45.36688731604748	3p	lv3p#-1_19.0|lv5p_10.0|nta#A_80.0|lv3pT_19.0|canonical_171.0|nta#T_44.0|nta#A#2_5.0|lv3p#1_85.0|nta#A#1_75.0|lv5pT_10.0|nta#T#2_1.0|total_411.0|nta#T#1_43.0|lv5p#-1_10.0|lv3p_104.0|lv3pE_85.0|NucVar_2.0
hsa-let-7i-3p	hsa-let-7i	411.0	14.0	39.44264377419461	45.36688731604748	3p	lv3p#-1_53.0|lv5p_35.0|nta#A_18.0|lv3pT_53.0|canonical_281.0|nta#A#1_18.0|lv5pT_35.0|total_411.0|lv5p#-3_12.0|lv5p#-1_23.0|lv3p_53.0|mv_18.0|NucVar_6.0
hsa-miR-502-3p	hsa-mir-502	399.3333333333333	22.0	38.32302290469192	44.079100571471926	3p	lv5p#-2_10.0|lv5p_10.0|nta#A#1_32.0|canonical_222.0|lv3pE_23.0|nta#G_0.5|nta#G#1_0.5|lv3p_83.83333333333333|nta#A_45.0|lv3p#1_23.0|NucVar_2.0|nta#T#1_28.0|mv_8.0|lv3pT_60.833333333333336|lv3p#-2_28.333333333333332|lv3p#-1_32.5|lv5pT_10.0|nta#T_28.0|total_399.3333333333333|nta#A#2_13.0
hsa-miR-664a-5p	hsa-mir-664a	393.0	22.0	37.71522871839046	43.38001633870234	5p	lv3p#-1_71.0|nta#A_25.0|lv3pT_170.0|nta#T_5.0|nta#A#2_6.0|nta#A#1_19.0|total_393.0|nta#T#1_5.0|lv3p_170.0|lv3p#-4_19.0|mv_193.0|lv3p#-2_80.0
hsa-miR-17-5p	hsa-mir-17	384.66666666666663	22.0	36.91549952588854	42.46016866400551	5p	nta#A#1_97.0|lv5p_27.333333333333332|lv5p#-1_20.833333333333332|canonical_195.0|lv3pE_28.0|nta#G_4.0|nta#G#1_4.0|lv3p_36.0|nta#A_98.0|lv3p#1_28.0|NucVar_13.333333333333332|nta#T#1_6.0|mv_5.0|lv3pT_8.0|lv3p#-2_8.0|lv5pT_27.333333333333332|nta#T_6.0|nta#A#3_1.0|lv5p#-3_6.5|total_384.66666666666663
hsa-miR-320b	hsa-mir-320b-1	384.46666666666647	44.0	36.89630602526848	42.43809231981276	3p	lv5p_1.1666666666666665|nta#A#1_16.8|lv5p#-1_1.1666666666666665|canonical_6.0|lv3pE_2.333333333333333|nta#G_13.1|nta#G#1_13.1|lv3p_276.06666666666655|nta#A_41.05|lv3p#1_2.333333333333333|nta#T#2_1.3333333333333333|NucVar_2.3333333333333335|nta#T#1_31.416666666666664|mv_12.0|lv3p#-3_82.56666666666669|lv3pT_273.73333333333323|lv3p#-2_167.66666666666669|lv3p#-1_23.5|lv5pT_1.1666666666666665|nta#T_32.75|nta#A#3_18.0|total_384.46666666666647|nta#A#2_6.25
hsa-miR-582-5p	hsa-mir-582	384.0	15.0	36.85152119048839	42.386580850029766	5p	lv3p#-1_26.0|lv5p_149.0|nta#A_11.0|lv3pT_35.0|canonical_180.0|nta#A#1_11.0|lv5pT_149.0|total_384.0|lv5p#-3_12.0|lv5p#-2_37.0|lv5p#-1_100.0|lv3p_35.0|mv_6.0|lv3p#-3_9.0|NucVar_3.0
hsa-miR-409-5p	hsa-mir-409	377.0	19.0	36.17974866878678	41.61390880328443	5p	lv3p#-1_16.0|lv5p_44.0|nta#A_14.0|lv3pT_81.0|canonical_187.0|lv3p#2_7.0|lv3p#1_41.0|nta#A#1_14.0|lv5pT_44.0|total_377.0|lv5p#-2_28.0|lv5p#-1_16.0|lv3p_129.0|lv3p#-3_4.0|lv3pE_48.0|NucVar_3.0|lv3p#-2_61.0
hsa-miR-130a-3p	hsa-mir-130a	376.0	16.0	36.08378116568655	41.50352708232081	3p	lv3p#-1_163.0|nta#A_25.0|canonical_14.0|lv3pT_294.0|nta#T_11.0|nta#A#3_4.0|nta#A#2_14.0|nta#A#1_7.0|nta#T#2_11.0|total_376.0|lv3p_294.0|lv3p#-3_2.0|NucVar_32.0|lv3p#-2_129.0
hsa-miR-3059-5p	hsa-mir-3059	368.0	16.0	35.31604114088471	40.62047331461186	5p	lv3p#-1_26.0|nta#A_7.0|canonical_5.0|lv3pT_315.0|nta#T_5.0|nta#A#1_7.0|total_368.0|nta#T#1_5.0|lv3p_315.0|lv3p#-4_6.0|mv_36.0|lv3p#-2_283.0
hsa-miR-16-2-3p	hsa-mir-16-2	359.0	15.0	34.452333612982635	39.62703782593928	3p	lv3p#-1_51.0|lv5p#1_5.0|lv5p_5.0|nta#A_1.0|lv3pT_58.0|lv5pE_5.0|nta#A#1_1.0|total_359.0|lv3p_58.0|lv3p#-3_7.0|mv_295.0
hsa-miR-181c-3p	hsa-mir-181c	354.0	20.0	33.97249609748149	39.07512922112119	3p	nta#C_1.0|lv5p_111.0|nta#A_67.0|nta#T_20.0|nta#A#1_67.0|total_354.0|lv5pT_111.0|lv5p#-3_49.0|nta#T#1_20.0|lv5p#-1_62.0|mv_155.0|nta#C#3_1.0
hsa-miR-379-3p	hsa-mir-379	351.0	14.0	33.684593588180796	38.74398405823033	3p	lv3p#-1_45.0|nta#A_36.0|canonical_23.0|lv3pT_212.0|nta#T_79.0|nta#A#1_36.0|total_351.0|nta#T#1_79.0|lv3p_212.0|NucVar_1.0|lv3p#-2_167.0
hsa-miR-374b-3p	hsa-mir-374b	348.0	9.0	33.3966910788801	38.412838895339476	3p	lv3p#-1_50.0|lv5p_49.0|lv3pT_59.0|canonical_224.0|nta#T_11.0|lv5pT_49.0|total_348.0|lv5p#-3_41.0|nta#T#1_11.0|lv5p#-1_8.0|lv3p_59.0|NucVar_5.0|lv3p#-2_9.0
hsa-miR-365a-3p	hsa-mir-365a	338.5	24.0	32.48499979942792	37.364212546185094	3p	lv5p#-2_6.5|nta#A#1_3.5|lv5p_10.0|lv5p#-1_3.5|canonical_182.0|lv3pE_8.0|nta#G_0.5|nta#G#1_0.5|lv3p_121.0|nta#A_3.5|lv3p#1_8.0|NucVar_9.0|nta#T#2_2.5|nta#T#1_10.0|lv3pT_113.0|lv3p#-2_66.5|lv3p#-1_46.5|lv5pT_10.0|nta#T_12.5|total_338.5
hsa-miR-365b-3p	hsa-mir-365b	338.5	24.0	32.48499979942792	37.364212546185094	3p	lv5p#-2_6.5|nta#A#1_3.5|lv5p_10.0|lv5p#-1_3.5|canonical_182.0|lv3pE_8.0|nta#G_0.5|nta#G#1_0.5|lv3p_121.0|nta#A_3.5|lv3p#1_8.0|NucVar_9.0|nta#T#2_2.5|nta#T#1_10.0|lv3pT_113.0|lv3p#-2_66.5|lv3p#-1_46.5|lv5pT_10.0|nta#T_12.5|total_338.5
hsa-miR-362-5p	hsa-mir-362	338.0	10.0	32.437016047877805	37.309021685703286	5p	lv3p#-1_63.0|lv5p_10.0|nta#A_30.0|lv3pT_63.0|canonical_215.0|lv3p#1_16.0|nta#A#1_30.0|lv5pT_10.0|total_338.0|lv5p#-1_10.0|lv3p_79.0|lv3pE_16.0|NucVar_4.0
hsa-miR-125a-3p	hsa-mir-125a	334.0	19.0	32.053146035476885	36.86749480184881	3p	lv3p#-1_86.0|nta#A_55.0|lv3pT_171.0|canonical_42.0|nta#T_23.0|nta#A#2_21.0|nta#A#1_34.0|total_334.0|nta#T#1_23.0|lv3p_171.0|mv_27.0|nta#G#1_15.0|NucVar_1.0|nta#G_15.0|lv3p#-2_85.0
hsa-miR-24-1-5p	hsa-mir-24-1	325.0	21.0	31.18943850757481	35.87405931317623	5p	lv3p#-1_13.0|lv5p#2_22.0|lv5p#1_48.0|lv5p_70.0|lv3pT_47.0|lv5pE_70.0|total_325.0|lv3p_47.0|lv3p#-3_10.0|mv_208.0|lv3p#-2_24.0
hsa-miR-214-3p	hsa-mir-214	324.0	22.0	31.09347100447458	35.763677592212616	3p	nta#A#1_66.0|lv5p_77.0|canonical_68.0|nta#AU_8.0|lv5pE_77.0|lv3p_68.0|nta#A_77.0|nta#T#2_9.0|nta#T#1_23.0|mv_2.0|lv5p#2_9.0|lv3pT_68.0|lv5p#1_68.0|lv3p#-2_22.0|lv3p#-1_46.0|nta#T_32.0|total_324.0|nta#A#2_11.0
hsa-miR-32-3p	hsa-mir-32	323.0	12.0	30.99750350137435	35.65329587124899	3p	canonical_12.0|mv_28.0|lv3p#-3_17.0|lv3p#-2_11.0|lv3p#-1_255.0|total_323.0|lv3p_283.0|lv3pT_283.0
hsa-miR-431-3p	hsa-mir-431	322.0	23.0	30.90153599827412	35.54291415028538	3p	nta#A#1_35.0|lv5p_50.0|canonical_31.0|lv5pE_50.0|lv3p_36.0|nta#A_45.0|nta#UA_17.0|NucVar_2.0|nta#T#1_50.0|mv_108.0|lv5p#3_12.0|lv5p#2_38.0|lv3p#-3_12.0|lv3pT_36.0|lv3p#-2_24.0|nta#T_50.0|total_322.0|nta#A#2_10.0
hsa-miR-708-3p	hsa-mir-708	320.0	13.0	30.70960099207366	35.32215070835814	3p	lv3p#-1_34.0|canonical_11.0|lv3pT_209.0|lv3p#1_25.0|total_320.0|lv3p_234.0|mv_75.0|lv3p#-3_13.0|lv3pE_25.0|lv3p#-2_162.0
hsa-miR-873-5p	hsa-mir-873	319.0	14.0	30.61363348897343	35.21176898739452	5p	lv3p#-1_120.0|lv5p#1_6.0|lv5p_6.0|lv3pT_131.0|lv5pE_6.0|nta#T_25.0|total_319.0|nta#T#1_25.0|lv3p_131.0|mv_157.0|lv3p#-2_11.0
hsa-miR-130b-3p	hsa-mir-130b	318.0	15.0	30.5176659858732	35.1013872664309	3p	lv3p#-1_48.0|nta#C#1_1.0|nta#C_1.0|nta#A_67.0|lv3pT_51.0|canonical_48.0|nta#T_16.0|nta#A#1_67.0|total_318.0|nta#T#1_16.0|lv3p_51.0|mv_33.0|lv3p#-3_3.0|nta#G#1_13.0|nta#G_13.0|NucVar_89.0
hsa-miR-142-5p	hsa-mir-142	313.0	16.0	30.037828470372048	34.5494786616128	5p	nta#C#1_9.0|lv5p_8.0|nta#C_9.0|canonical_5.0|lv3p#1_5.0|lv5pT_8.0|total_313.0|lv5p#-1_8.0|lv3p_5.0|lv3pE_5.0|mv_286.0
hsa-miR-487a-5p	hsa-mir-487a	313.0	12.0	30.037828470372048	34.5494786616128	5p	lv3p#-1_82.0|lv5p_14.0|nta#A_21.0|lv3pT_86.0|canonical_178.0|nta#T_11.0|nta#A#1_21.0|lv5pT_14.0|total_313.0|nta#T#1_11.0|lv5p#-1_14.0|lv3p_86.0|NucVar_3.0|lv3p#-2_4.0
hsa-miR-1306-5p	hsa-mir-1306	303.0	18.0	29.078153439369746	33.44566145197661	5p	lv3p#-1_60.0|lv5p_7.0|lv3pT_122.0|canonical_111.0|nta#T_28.0|lv5pT_7.0|nta#T#2_24.0|total_303.0|nta#T#1_4.0|lv5p#-2_7.0|lv3p_122.0|lv3p#-3_39.0|mv_33.0|NucVar_2.0|lv3p#-2_23.0
hsa-miR-376a-3p	hsa-mir-376a-2	289.5	14.0	27.782592147516638	31.95550821896775	3p	lv5p#1_27.5|lv5p_51.0|nta#A_3.5|canonical_156.0|lv5pE_27.5|lv3p#1_2.0|nta#A#2_3.0|nta#A#1_0.5|lv5pT_23.5|total_289.5|lv5p#-1_23.5|lv3p_2.0|lv3pE_2.0|mv_2.5|NucVar_74.5
hsa-miR-376a-3p	hsa-mir-376a-1	289.5	14.0	27.782592147516638	31.95550821896775	3p	lv5p#1_27.5|lv5p_51.0|nta#A_3.5|canonical_156.0|lv5pE_27.5|lv3p#1_2.0|nta#A#2_3.0|nta#A#1_0.5|lv5pT_23.5|total_289.5|lv5p#-1_23.5|lv3p_2.0|lv3pE_2.0|mv_2.5|NucVar_74.5
hsa-miR-876-3p	hsa-mir-876	282.0	10.0	27.062835874264913	31.127645311740608	3p	lv3p#-1_121.0|nta#A_16.0|canonical_2.0|lv3pT_251.0|nta#T_1.0|nta#A#2_5.0|nta#A#1_11.0|total_282.0|nta#T#1_1.0|lv3p_251.0|mv_12.0|lv3p#-3_27.0|lv3p#-2_103.0
hsa-miR-135b-5p	hsa-mir-135b	281.33333333333337	9.0	26.998857538864762	31.054057497764866	5p	lv3p#-1_75.0|nta#C#1_1.0|lv5p_29.0|nta#C_1.0|lv3pT_75.0|canonical_165.0|lv5pT_29.0|total_281.33333333333337|lv5p#-1_29.0|lv3p_75.0|mv_8.0|NucVar_3.3333333333333335
hsa-miR-1247-5p	hsa-mir-1247	277.0	15.0	26.582998358763763	30.575736706922513	5p	lv5p_15.0|nta#A_65.0|canonical_130.0|nta#T_27.0|nta#A#2_13.0|nta#A#1_52.0|lv5pT_15.0|total_277.0|nta#T#1_27.0|lv5p#-2_8.0|lv5p#-1_7.0|mv_36.0|NucVar_4.0
hsa-miR-194-5p	hsa-mir-194-1	273.0	10.0	26.19912834636284	30.134209823068037	5p	lv3p#-1_26.0|lv5p_4.5|mlv5p#1_11.0|lv3pT_26.0|canonical_221.0|nta#T_1.0|mlv5p_11.0|lv5pT_4.5|total_273.0|nta#T#1_1.0|lv5p#-2_4.5|lv3p_26.0|mv_6.0|NucVar_3.5
hsa-miR-671-3p	hsa-mir-671	273.0	26.0	26.19912834636284	30.134209823068037	3p	lv3p#-1_9.0|nta#A_126.0|lv3pT_20.0|canonical_39.0|nta#T_4.0|nta#A#3_2.0|nta#A#2_38.0|lv3p#1_73.0|nta#A#1_86.0|total_273.0|nta#T#1_4.0|lv3p_93.0|mv_11.0|lv3pE_73.0|lv3p#-2_11.0
hsa-miR-424-5p	hsa-mir-424	270.0	12.0	25.91122583706215	29.803064660177178	5p	lv3p#-1_97.0|lv5p_10.0|nta#A_21.0|lv3pT_120.0|canonical_92.0|nta#A#1_21.0|lv5pT_10.0|total_270.0|lv5p#-1_10.0|lv3p_120.0|mv_26.0|lv3p#-3_13.0|NucVar_1.0|lv3p#-2_10.0
hsa-miR-26a-2-3p	hsa-mir-26a-2	268.0	14.0	25.71929083086169	29.58230121824994	3p	nta#C#2_1.0|lv3p#-1_113.0|nta#C_1.0|lv5p_5.0|nta#A_11.0|lv3pT_122.0|canonical_127.0|lv5pE_5.0|nta#A#1_11.0|total_268.0|lv3p_122.0|lv3p#-3_5.0|NucVar_2.0|lv3p#-2_4.0|lv5p#3_5.0
hsa-miR-1908-5p	hsa-mir-1908	268.0	10.0	25.71929083086169	29.58230121824994	5p	lv3p#-1_131.0|lv5p_1.0|nta#A_38.0|lv3pT_134.0|canonical_75.0|nta#T_12.0|nta#A#1_38.0|lv5pT_1.0|total_268.0|nta#T#1_12.0|lv5p#-1_1.0|lv3p_134.0|nta#G#1_7.0|NucVar_1.0|lv3p#-2_3.0|nta#G_7.0
hsa-miR-337-3p	hsa-mir-337	268.0	12.0	25.71929083086169	29.58230121824994	3p	lv3p#-1_21.0|lv5p_138.0|nta#A_1.0|lv3pT_21.0|nta#T_17.0|nta#A#1_1.0|total_268.0|lv5pT_138.0|nta#T#1_17.0|lv5p#-2_12.0|lv3p_21.0|lv5p#-1_126.0|mv_75.0|NucVar_16.0
hsa-miR-323a-5p	hsa-mir-323a	267.0	9.0	25.62332332776146	29.471919497286322	5p	lv3p#-1_165.0|nta#A_10.0|lv3pT_165.0|canonical_88.0|nta#A#1_10.0|total_267.0|lv3p_165.0|mv_3.0|NucVar_1.0
hsa-miR-1260a	hsa-mir-1260a	267.0	3.0	25.62332332776146	29.471919497286322	5p	lv3pE_267.0|total_267.0|lv3p_267.0|lv3p#3_74.0|lv3p#2_63.0|lv3p#1_130.0
hsa-miR-542-3p	hsa-mir-542	260.0	15.0	24.95155080605985	28.699247450540987	3p	lv3p#-1_20.0|nta#A_10.0|lv3pT_98.0|canonical_32.0|nta#T_2.0|nta#A#1_10.0|total_260.0|nta#T#1_2.0|lv3p_98.0|nta#G#1_1.0|mv_116.0|nta#G_1.0|NucVar_1.0|lv3p#-2_78.0
hsa-miR-339-5p	hsa-mir-339	259.0	6.0	24.85558330295962	28.588865729577368	5p	lv5p_15.0|nta#A_7.0|lv3pT_93.0|canonical_137.0|lv3p#1_6.0|nta#A#2_7.0|lv5pT_15.0|total_259.0|lv5p#-1_15.0|lv3p_99.0|lv3pE_6.0|NucVar_1.0|lv3p#-2_93.0
hsa-miR-196b-5p	hsa-mir-196b	250.33333333333334	19.0	24.023864942757626	27.632224147892668	5p	lv5p#-2_12.0|nta#A#1_43.333333333333336|lv5p_12.0|canonical_25.0|lv3pE_47.0|lv3p_106.0|nta#A_43.333333333333336|lv3p#1_47.0|NucVar_3.0|nta#T#2_1.0|nta#T#1_37.0|mv_23.0|lv3pT_59.0|lv3p#-2_11.0|lv3p#-1_48.0|lv5pT_12.0|nta#T_38.0|total_250.33333333333334
hsa-miR-1307-5p	hsa-mir-1307	246.0	12.0	23.608005762656624	27.153903357050318	5p	lv3p#-1_29.0|lv5p_17.0|nta#A_24.0|lv3pT_37.0|canonical_103.0|lv3p#2_15.0|lv3p#1_20.0|nta#A#1_24.0|lv5pT_17.0|total_246.0|lv5p#-1_17.0|lv3p_72.0|mv_19.0|lv3pE_35.0|lv3p#-2_8.0|NucVar_11.0
hsa-miR-877-5p	hsa-mir-877	236.0	15.0	22.648330731654323	26.050086147414127	5p	nta#A_89.0|canonical_6.0|nta#T_32.0|nta#A#5_7.0|lv3p#4_36.0|nta#A#4_7.0|lv3p#3_38.0|lv3p#2_8.0|nta#A#2_15.0|lv3p#1_20.0|nta#A#1_60.0|total_236.0|nta#T#1_32.0|lv3p_102.0|mv_7.0|lv3pE_102.0
hsa-miR-200b-5p	hsa-mir-200b	235.0	11.0	22.552363228554093	25.939704426450508	5p	nta#A#1_60.0|lv5p_9.0|lv5p#-1_9.0|canonical_105.0|lv3pE_4.0|nta#C#1_1.0|nta#G_1.0|nta#C_1.0|nta#G#1_1.0|lv3p_53.0|nta#A_60.0|lv3p#1_4.0|NucVar_1.0|mv_5.0|lv3pT_49.0|lv3p#-2_15.0|lv3p#-1_34.0|lv5pT_9.0|total_235.0
hsa-miR-19b-3p	hsa-mir-19b-1	231.33333333333334	16.0	22.200482383853252	25.534971449583903	3p	lv3p#-1_25.5|nta#C#1_0.5|lv5p_3.0|nta#C_0.5|lv3pT_26.0|canonical_152.5|nta#T_38.5|lv5pT_3.0|total_231.33333333333334|nta#T#1_38.5|lv5p#-1_3.0|lv3p_26.0|mv_2.5|lv3p#-2_0.5|NucVar_8.333333333333332
hsa-miR-19b-3p	hsa-mir-19b-2	231.33333333333334	16.0	22.200482383853252	25.534971449583903	3p	lv3p#-1_25.5|nta#C#1_0.5|lv5p_3.0|nta#C_0.5|lv3pT_26.0|canonical_152.5|nta#T_38.5|lv5pT_3.0|total_231.33333333333334|nta#T#1_38.5|lv5p#-1_3.0|lv3p_26.0|mv_2.5|lv3p#-2_0.5|NucVar_8.333333333333332
hsa-miR-133a-3p	hsa-mir-133a-2	227.66666666666669	24.0	21.84860153915241	25.130238472717302	3p	lv3p#-1_0.6666666666666666|lv5p_3.0|nta#A_6.5|lv3pT_0.6666666666666666|canonical_11.5|nta#T_27.5|lv3p#1_91.5|nta#A#1_6.5|lv5pT_3.0|total_227.66666666666669|nta#T#1_27.5|lv5p#-1_3.0|lv3p_92.16666666666667|mv_87.0|lv3pE_91.5
hsa-miR-133a-3p	hsa-mir-133a-1	227.66666666666669	24.0	21.84860153915241	25.130238472717302	3p	lv3p#-1_0.6666666666666666|lv5p_3.0|nta#A_6.5|lv3pT_0.6666666666666666|canonical_11.5|nta#T_27.5|lv3p#1_91.5|nta#A#1_6.5|lv5pT_3.0|total_227.66666666666669|nta#T#1_27.5|lv5p#-1_3.0|lv3p_92.16666666666667|mv_87.0|lv3pE_91.5
hsa-miR-491-5p	hsa-mir-491	224.0	13.0	21.49672069445156	24.725505495850697	5p	nta#A_162.0|mlv3p_5.0|nta#T_8.0|nta#A#2_79.0|mlv3p#3_5.0|nta#A#1_83.0|total_224.0|nta#T#1_8.0|mv_49.0
hsa-miR-3605-3p	hsa-mir-3605	223.0	16.0	21.40075319135133	24.615123774887078	3p	lv3p#-1_14.0|lv5p_21.0|nta#A_8.0|lv3pT_150.0|nta#T_37.0|nta#A#1_8.0|lv5pT_21.0|total_223.0|nta#T#1_37.0|lv5p#-1_21.0|lv3p_150.0|mv_7.0|lv3p#-3_32.0|lv3p#-2_104.0
hsa-miR-450b-5p	hsa-mir-450b	222.0	5.0	21.3047856882511	24.504742053923458	5p	lv3pE_12.0|lv3p#-1_210.0|total_222.0|lv3p_222.0|lv3pT_210.0|lv3p#1_12.0
hsa-miR-142-3p	hsa-mir-142	219.0	11.0	21.016883178950412	24.1735968910326	3p	lv3p#-1_56.0|nta#C#1_1.0|lv5p_17.0|nta#C_1.0|nta#A_17.0|lv3pT_56.0|canonical_111.0|nta#T_15.0|nta#A#3_12.0|nta#A#1_5.0|lv5pT_17.0|nta#T#2_1.0|total_219.0|nta#T#1_14.0|lv5p#-1_17.0|lv3p_56.0|NucVar_2.0
hsa-miR-1296-5p	hsa-mir-1296	212.0	13.0	20.3451106572488	23.400924844287267	5p	lv5p_19.0|nta#A_35.0|lv3pT_13.0|canonical_94.0|lv3p#1_29.0|nta#A#1_35.0|lv5pT_19.0|total_212.0|lv5p#-1_19.0|lv3p_42.0|mv_19.0|lv3pE_29.0|NucVar_3.0|lv3p#-2_13.0
hsa-miR-503-5p	hsa-mir-503	209.0	11.0	20.05720814794811	23.069779681396408	5p	nta#A_131.0|lv3pT_63.0|nta#T_14.0|nta#A#3_45.0|nta#A#2_28.0|nta#A#1_58.0|total_209.0|nta#T#1_14.0|lv3p_63.0|lv3p#-4_43.0|nta#G#1_1.0|nta#G_1.0|lv3p#-2_20.0
hsa-miR-589-5p	hsa-mir-589	203.0	10.0	19.481403129346727	22.407489355614693	5p	lv3p#-1_103.0|nta#A_14.0|lv3pT_109.0|canonical_71.0|nta#A#1_14.0|total_203.0|lv3p_109.0|mv_7.0|NucVar_2.0|lv3p#-2_6.0
