name	pre-microRNA	RC_adj	UR	181003-190524_Brain_S35181003-190524_Brain_S35(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-26a-5p	hsa-mir-26a-2	784042.5	1527.0	29885.84151147074	31230.30784881845	5p	mlv3p_4184.5|NucVar_21932.333333333336|canonical_612138.0|nta#G_889.0|nta#C_1157.0|nta#A_42072.16666666667|mv_1568.8333333333333|lv5p_20473.0|nta#C#2_13.5|nta#C#1_1143.5|lv5p#1_3937.5|nta#T#3_571.0|nta#T#2_4443.0|lv5pT_16535.499999999996|nta#T#1_31248.0|nta#UA_51.83333333333333|mlv5p_1008.5|lv5p#-3_654.8333333333334|lv5p#-2_2550.6666666666665|lv5p#-1_13330.0|lv3p#2_321.0|lv3p#1_1250.3333333333333|lv5pE_3937.5|nta#A#4_15.0|nta#A#3_279.0|nta#A#2_4387.833333333333|nta#A#1_37390.333333333336|lv3pT_40785.83333333333|mlv5p#2_332.0|mlv5p#1_676.5|total_784042.5|nta#AU_52.5|lv3pE_1571.3333333333333|mlv3p#3_416.0|mlv3p#2_3768.5|nta#G#2_2.5|nta#G#1_886.5|lv3p_42357.166666666664|lv3p#-3_1119.0|lv3p#-2_5486.333333333334|lv3p#-1_34180.5|nta#T_36262.0
hsa-miR-26a-5p	hsa-mir-26a-1	778586.0	1427.0	29677.85266621383	31012.96226515803	5p	mlv3p_3867.5|NucVar_21932.333333333336|canonical_612138.0|nta#G_887.0|nta#C_1136.0|nta#A_41865.16666666667|mv_1262.8333333333333|lv5p_16946.499999999996|nta#C#2_13.5|nta#C#1_1122.5|lv5p#1_411.0|nta#T#3_34.0|nta#T#2_4435.0|lv5pT_16535.499999999996|nta#T#1_30938.0|nta#UA_50.83333333333333|mlv5p_786.5|lv5p#-3_654.8333333333334|lv5p#-2_2550.6666666666665|lv5p#-1_13330.0|lv3p#2_321.0|lv3p#1_1250.3333333333333|lv5pE_411.0|nta#A#4_15.0|nta#A#3_279.0|nta#A#2_4417.833333333333|nta#A#1_37153.333333333336|lv3pT_40785.83333333333|mlv5p#2_110.0|mlv5p#1_676.5|total_778586.0|nta#AU_52.5|lv3pE_1571.3333333333333|mlv3p#3_99.0|mlv3p#2_3768.5|nta#G#2_2.5|nta#G#1_884.5|lv3p_42357.166666666664|lv3p#-3_1119.0|lv3p#-2_5486.333333333334|lv3p#-1_34180.5|nta#T_35407.0
hsa-miR-128-3p	hsa-mir-128-2	703516.5	1505.0	26816.38127997475	28022.76263305023	3p	mlv3p_216.0|NucVar_19930.0|canonical_449944.5|nta#G_3032.0|nta#C_257.5|nta#A_66955.0|mv_3765.5|lv5p_16195.0|nta#C#2_24.0|lv5p#2_61.0|nta#C#1_233.5|lv5p#1_174.0|nta#T#3_96.0|nta#T#2_606.5|lv5pT_15960.0|nta#T#1_17207.0|nta#UA_69.5|mlv5p_1609.5|lv5p#-2_4846.0|lv5p#-1_11114.0|lv3p#2_891.0|lv3p#1_69311.0|lv5pE_235.0|nta#A#4_18.5|nta#A#3_809.0|nta#A#2_11955.5|nta#A#1_54172.0|lv3pT_53500.0|mlv5p#3_15.0|mlv5p#2_40.5|mlv5p#1_1554.0|total_703516.5|lv3pE_70202.0|mlv3p#4_41.0|mlv3p#3_47.0|mlv3p#2_128.0|nta#G#2_2.5|nta#G#1_3029.5|lv3p_123702.0|lv3p#-2_11252.5|lv3p#-1_42247.5|nta#T_17909.5
hsa-miR-30d-5p	hsa-mir-30d	671320.5	1507.0	25589.146081240866	26740.318133548535	5p	mlv3p_1017.0|NucVar_1544.5|canonical_41775.0|nta#G_713.5|nta#C_712.5|nta#A_27884.0|mv_16742.0|lv5p_659.0|nta#C#3_1.0|nta#C#2_64.5|nta#C#1_647.0|nta#T#3_1.0|lv5p#1_9.5|nta#T#2_115.0|lv5pT_649.5|nta#T#1_14352.5|nta#UA_18.5|mlv5p_112.0|lv5p#-3_43.0|lv5p#-2_223.0|lv5p#-1_383.5|lv3p#3_240.0|lv3p#2_417300.0|nta#A#5_1.0|lv3p#1_112985.5|lv5pE_9.5|nta#A#4_36.0|nta#A#3_53.5|nta#A#2_1288.5|nta#A#1_26505.0|lv3pT_35167.0|mlv5p#2_20.0|mlv5p#1_92.0|total_671320.5|nta#AU_37.5|lv3pE_530525.5|mlv3p#3_17.0|mlv3p#2_1000.0|nta#G#3_1.0|nta#G#2_83.5|nta#G#1_629.0|lv3p_565692.5|lv3p#-3_1334.0|lv3p#-2_2728.0|lv3p#-1_31105.0|nta#T_14468.5
hsa-let-7g-5p	hsa-let-7g	659910.5333333336	1055.0	25154.225199463213	26285.831582698615	5p	mlv3p_215.5|NucVar_16765.58333333333|canonical_448187.0|nta#G_2351.5833333333335|nta#C_764.9166666666666|nta#A_36746.166666666686|mv_4421.000000000001|lv5p_13709.75|nta#T#4_3.2|nta#C#1_764.9166666666666|lv5p#1_2756.0|nta#T#3_210.5|nta#T#2_77.66666666666667|lv5pT_10953.75|nta#T#1_851.6666666666666|mlv5p_2049.0|lv5p#-3_902.4166666666666|lv5p#-2_2908.0833333333335|lv5p#-1_7143.25|lv3p#2_78.0|lv3p#1_16190.75|lv5pE_2756.0|nta#A#3_122.25|nta#A#2_2794.3333333333335|nta#A#1_33829.58333333334|lv3pT_117288.25000000001|mlv5p#2_48.0|mlv5p#1_2001.0|total_659910.5333333336|nta#AU_26.0|lv3pE_16268.75|mlv3p#3_31.0|mlv3p#2_184.5|nta#G#2_26.0|nta#G#1_2325.5833333333335|lv3p_133557.0|lv3p#-3_3813.5|lv3p#-2_12230.166666666666|lv3p#-1_101244.58333333334|nta#T_1143.0333333333335
hsa-miR-143-3p	hsa-mir-143	612119.0	1237.0	23332.52523958836	24382.179295268943	3p	mlv3p_646.0|NucVar_6112.0|canonical_158482.0|nta#G_1383.0|nta#C_1816.0|nta#A_29637.0|mv_3313.0|lv5p_3443.0|nta#C#3_2.0|nta#C#2_178.0|nta#C#1_1636.0|lv5p#1_698.0|nta#T#3_2047.0|nta#T#2_22531.0|lv5pT_2745.0|nta#T#1_257525.0|nta#UA_518.0|mlv5p_404.0|lv5p#-2_466.0|lv5p#-1_2279.0|lv3p#2_82.0|nta#A#5_165.0|lv3p#1_38743.0|lv5pE_698.0|nta#A#4_592.0|nta#A#3_490.0|nta#A#2_3703.0|nta#A#1_24687.0|lv3pT_85955.0|mlv5p#2_32.0|mlv5p#1_372.0|total_612119.0|nta#AU_27.0|lv3pE_38825.0|mlv3p#4_24.0|mlv3p#3_20.0|mlv3p#2_602.0|nta#G#2_2.0|nta#G#1_1381.0|lv3p_124780.0|lv3p#-2_4054.0|lv3p#-1_81901.0|nta#T_282103.0
hsa-let-7c-5p	hsa-let-7c	577475.2	1241.0	22011.98570741365	23002.233005300102	5p	mlv3p_116.0|NucVar_13093.850000000002|canonical_398444.0|nta#G_2436.0|nta#C_1051.5333333333333|nta#A_51109.83333333333|mv_2667.5|lv5p_8446.449999999999|nta#T#5_0.25|nta#T#4_20.8|lv5p#2_66.0|nta#C#1_1051.5333333333333|lv5p#1_2036.0|nta#T#3_296.8333333333333|nta#T#2_238.66666666666666|lv5pT_6344.45|nta#T#1_5416.433333333333|nta#UA_55.0|mlv5p_325.2|lv5p#-3_558.8666666666667|lv5p#-2_737.2333333333333|lv5p#-1_5048.35|lv3p#2_431.5|lv3p#1_38825.5|lv5pE_2102.0|nta#A#4_63.0|nta#A#3_516.25|nta#A#2_7707.7|nta#A#1_42822.88333333333|lv3pT_54554.85|mlv5p#2_38.0|mlv5p#1_287.2|total_577475.2|nta#AU_14.399999999999999|lv3pE_39257.0|mlv3p#3_24.0|mlv3p#2_92.0|nta#G#3_1.0|nta#G#2_3.0|nta#G#1_2432.0|lv3p_93811.84999999999|lv3p#-3_1572.5|lv3p#-2_6632.45|lv3p#-1_46349.9|nta#T_5972.983333333334
hsa-miR-125a-5p	hsa-mir-125a	536679.0	1324.0	20456.93127162699	21377.221752642283	5p	NucVar_3127.0|canonical_57384.0|nta#G_457.0|nta#C_722.0|nta#A_12577.0|mv_15063.0|lv5p_2328.0|nta#C#2_1.0|nta#C#1_721.0|lv5p#1_56.0|nta#T#2_131.0|lv5pT_2272.0|nta#T#1_9327.0|lv5p#-4_114.0|nta#UA_53.0|mlv5p_136.0|lv5p#-3_202.0|lv5p#-2_673.0|lv5p#-1_1283.0|lv5pE_56.0|nta#A#4_13.0|nta#A#3_27.0|nta#A#2_556.0|nta#A#1_11981.0|lv3pT_435427.0|mlv5p#1_136.0|total_536679.0|nta#AU_29.0|nta#G#2_41.0|nta#G#1_416.0|lv3p_435427.0|lv3p#-5_1796.0|lv3p#-4_7447.0|lv3p#-3_13290.0|lv3p#-2_362700.0|lv3p#-1_50194.0|nta#T_9458.0
hsa-miR-30a-5p	hsa-mir-30a	431546.0	1231.0	16449.51053151985	17189.520250402507	5p	mlv3p_637.0|NucVar_1462.5|canonical_37890.0|nta#G_462.0|nta#C_774.0|nta#A_20008.5|mv_15178.0|lv5p_969.0|nta#C#2_50.5|nta#C#1_723.5|nta#T#2_79.5|lv5pT_969.0|nta#T#1_6538.0|nta#UA_14.5|mlv5p_75.5|lv5p#-3_83.0|lv5p#-2_260.0|lv5p#-1_626.0|lv3p#3_30.0|lv3p#2_233620.5|lv3p#1_78144.5|nta#A#4_3.0|nta#A#3_55.5|nta#A#2_937.5|nta#A#1_19012.5|lv3pT_35677.0|mlv5p#1_75.5|total_431546.0|nta#AU_18.5|lv3pE_311795.0|mlv3p#3_10.0|mlv3p#2_627.0|nta#G#3_2.0|nta#G#2_74.0|nta#G#1_386.0|lv3p_347472.0|lv3p#-3_2143.0|lv3p#-2_1310.5|lv3p#-1_32223.5|nta#T_6617.5
hsa-miR-219a-2-3p	hsa-mir-219a-2	341509.0	1035.0	13017.51352604082	13603.128916024501	3p	mlv3p_222.0|NucVar_7028.0|canonical_207617.0|nta#G_364.0|nta#C_876.0|nta#A_38070.0|mv_11388.0|lv5p_6150.0|nta#C#2_2.0|nta#C#1_874.0|lv5p#1_1711.0|nta#T#3_60.0|nta#T#2_952.0|lv5pT_4439.0|nta#T#1_11942.0|nta#UA_33.0|mlv5p_505.0|lv5p#-3_130.0|lv5p#-2_798.0|lv5p#-1_3511.0|nta#A#5_10.0|lv3p#1_552.0|lv5pE_1711.0|nta#A#4_13.0|nta#A#3_422.0|nta#A#2_3598.0|nta#A#1_34027.0|lv3pT_55783.0|mlv5p#2_28.0|mlv5p#1_477.0|total_341509.0|nta#AU_7.0|lv3pE_552.0|mlv3p#3_1.0|mlv3p#2_221.0|nta#G#3_1.0|nta#G#2_11.0|nta#G#1_352.0|lv3p_56335.0|lv3p#-3_5697.0|lv3p#-2_32859.0|lv3p#-1_17227.0|nta#T_12954.0
hsa-miR-27b-3p	hsa-mir-27b	335816.0	948.0	12800.509861411923	13376.36296573058	3p	mlv3p_27.0|NucVar_3598.5|canonical_98523.0|nta#G_1023.0|nta#C_276.0|nta#A_31426.5|mv_5315.5|lv5p_4587.0|nta#C#2_42.0|nta#C#1_234.0|lv5p#1_2265.5|nta#T#3_517.0|nta#T#2_2806.5|lv5pT_2321.5|nta#T#1_12766.0|nta#UA_26.0|mlv5p_358.5|lv5p#-2_626.5|lv5p#-1_1695.0|lv3p#2_70.0|lv3p#1_38430.0|lv5pE_2265.5|nta#A#4_58.0|nta#A#3_1498.0|nta#A#2_2915.5|nta#A#1_26955.0|lv3pT_136091.5|mlv5p#1_358.5|total_335816.0|nta#AU_84.0|lv3pE_38500.0|mlv3p#4_24.0|mlv3p#2_3.0|nta#G#2_31.0|nta#G#1_992.0|lv3p_174591.5|lv3p#-2_58697.0|lv3p#-1_77394.5|nta#T_16089.5
hsa-miR-125b-5p	hsa-mir-125b-1	280915.5	1161.0	10707.832944152336	11189.543353204399	5p	mlv3p_142.5|NucVar_8206.0|canonical_155103.5|nta#G_316.5|nta#C_582.5|nta#A_16969.5|mv_2586.0|lv5p_7649.5|nta#C#2_2.5|nta#T#5_12.0|lv5p#2_5.5|nta#C#1_580.0|lv5p#1_74.5|nta#T#2_152.5|lv5pT_7569.5|nta#T#1_4507.0|nta#UA_9.5|mlv5p_1053.0|lv5p#-3_787.0|lv5p#-2_2409.5|lv5p#-1_4373.0|nta#A#5_7.5|lv3p#1_1173.0|lv5pE_80.0|nta#A#3_207.5|nta#A#2_6186.5|nta#A#1_10568.0|lv3pT_82462.0|mlv5p#2_69.0|mlv5p#1_984.0|total_280915.5|nta#AU_14.5|lv3pE_1173.0|mlv3p#3_30.0|mlv3p#2_112.5|nta#G#2_18.5|nta#G#1_298.0|lv3p_83635.0|lv3p#-3_5270.5|lv3p#-2_51427.0|lv3p#-1_25764.5|nta#T_4671.5
hsa-let-7e-5p	hsa-let-7e	280867.2833333333	1030.0	10705.99503911758	11187.62276682873	5p	mlv3p_335.0|NucVar_6136.5|canonical_147341.0|nta#G_509.0|nta#C_521.5|nta#A_32818.25|mv_1276.0|lv5p_3000.5333333333333|nta#T#4_35.0|nta#C#1_521.5|lv5p#1_570.7|nta#T#3_157.25|nta#T#2_1612.5|lv5pT_2429.8333333333335|nta#T#1_27056.75|nta#UA_98.0|mlv5p_259.0|lv5p#-3_271.3333333333333|lv5p#-2_304.75|lv5p#-1_1853.75|lv3p#2_1081.0|nta#A#5_13.0|lv3p#1_6069.0|lv5pE_570.7|nta#A#4_171.0|nta#A#3_1202.5|nta#A#2_6555.25|nta#A#1_24876.5|lv3pT_52659.0|mlv5p#1_259.0|total_280867.2833333333|nta#AU_43.0|lv3pE_7150.0|mlv3p#2_335.0|nta#G#2_8.5|nta#G#1_500.5|lv3p_59809.0|lv3p#-3_1334.0|lv3p#-2_7919.25|lv3p#-1_43405.75|nta#T_28861.5
hsa-miR-125b-5p	hsa-mir-125b-2	279994.5	1140.0	10672.726607401377	11152.857697096775	5p	mlv3p_142.5|NucVar_8206.0|canonical_155103.5|nta#G_317.5|nta#C_583.5|nta#A_16989.5|mv_2590.0|lv5p_7649.5|nta#C#2_2.5|lv5p#2_5.5|nta#C#1_581.0|lv5p#1_74.5|nta#T#2_21.5|lv5pT_7569.5|nta#T#1_4537.0|nta#UA_9.5|mlv5p_1089.0|lv5p#-3_787.0|lv5p#-2_2409.5|lv5p#-1_4373.0|nta#A#5_7.5|lv3p#1_303.0|lv5pE_80.0|nta#A#3_207.5|nta#A#2_6186.5|nta#A#1_10588.0|lv3pT_82462.0|mlv5p#3_36.0|mlv5p#2_69.0|mlv5p#1_984.0|total_279994.5|nta#AU_14.5|lv3pE_303.0|mlv3p#3_30.0|mlv3p#2_112.5|nta#G#3_1.0|nta#G#2_18.5|nta#G#1_298.0|lv3p_82765.0|lv3p#-3_5270.5|lv3p#-2_51427.0|lv3p#-1_25764.5|nta#T_4558.5
